,content,comment_all,label
10073,谁的群最多，帮忙转发一下，一位叫徐敬的女孩，21岁，请速回雅安水城县人民医院，妈妈伤的很严重，想见她最后一面，爸爸号码：15193383486，@中国新闻周刊我在:2河北路,回复@柯金发Eisam:嗯已经知道了，可是删除不了。	回复@柯金发Eisam:我没在雅安，在雅安最边远的一个县，所以雅安的情况我不是很清楚。	,-1
10074,#新闻语录#“这是素质教育的倒退”——杭州某校长评衡水中学进驻浙江。衡水中学进驻浙江的消息让不少业内人士大跌眼镜。“居然把衡水奉为神明，还引进文化，简直是浙江素质教育的倒退，他们准备搞军事化教育，把教室走廊都装上‘防跳窗’吗？”杭州某校长甚至有些激动。|衡水中学进...你咋看？,,1
10075,#糖尿病的症状#很多人都知道糖尿病的典型症状是“三多一少”，即多尿、多饮、多食及体重下降，但还有很多不典型症状，应值得一提：1疲乏无力：糖尿病患者由于体内胰岛素出现异常，导致血糖不能进入细胞发挥其有效功能，因此就会出现疲乏无力的表现。2容易发生感染：糖尿病患者免疫力地下，而导致发生,,1
10076,这条新闻是真的，我刚听说发现一例禽流感病人，千万不要吃鸡肉湖南人民医院昨天凌晨四点二十一分，因H7N9死亡，年龄31岁，孩子还在妈妈肚子里，参与抢救的医生已经被隔离，紧急通知，中央二套电视新闻已播出，暂时别吃鸡肉，鸭肉，收到马上发给你关心的人，预防永远胜过治疗。看到，群发扩散，,消息来源？从哪听说的？中央二套哪个节目播出的？你敢对你的这条微博负责和承担法律责任吗	,-1
10077,《龍鼻醫話精華》名方新歌6：一貫酸棗，二方合用。肝腎陰虛，驚悸怔忡。虛煩不眠，口苦咽乾。舌紅少苔，脈虛弦細。一貫治肝，養陰和肝。沙麥甘杞，歸地川楝。肝腎陰虛，肝氣不舒。酸棗治心，養血寧心。酸棗甘草，知苓川芎。養血安神，淸熱除煩。二方合用，不同凡響。,,1
10078,发布了头条文章：《锦州网警提醒：朋友圈疯传的“帮忙砍价”，千万警惕！》|锦州网警提...,朋友圈疯传的“帮忙砍价”，千万警惕！	,1
10079,		#海南新闻# 【2020年海南要“封岛”？相信很多岛民都笑了】近日，微信、微博、社区等网络平台广传“2020年海南封岛”的消息。引起了不少网友的热议。是真是假，请继续往下读，相信每一位读者的眼睛都是雪亮的。当然，有人造谣的同时，也会有人站出来发声，为正义之士鼓掌。海南正在发展，请用正面的声 ​			...展开全文c		,转发微博¡查看图片	不可能	微信朋友圈的谣言	其实我觉得某些大陆人仗着自己有一点钱来到海南享受生活却打扰到了海南本地人的一些生活，增加了与海南人的矛盾，导致原本热情好客的海南人对外省人有些排斥心里！！希望某些来海南的外地人不要把你在自己家的一些没素质的姿态摆出来，我们很希望与来自五湖四海的朋友同住在这一片蓝天净土之下！	合该如此	房价再高，以后海南人都住农村里了。[污][污]1	图片评论¡评论配图	我觉得可以来旅游，但是不能随便来住	我朋友圈里卖房的人就是这样造谣的	这消息太假	政府必须出台政策，不要贱卖自己独特的资源。不要吸引老年人群！小岛快压塌了。	依现在小岛的发展封岛什么的绝对不可能而且搞不好会出现经济发展反效果但作为本地人不得不说游客和本地居民之间存在的矛盾特别是在资源方面如果不好好解决的话，本地人的排外情绪也会越来越严重	评论里面个别人，我想说，脑子是个好东西，希望你多长点。你排斥大陆人？没有大陆人，海南的经济靠本土发展能到现在这样吗？张嘴垃圾闭嘴垃圾，我看你也好不到哪去。都2017年了，还有排外的思想，你是大清那会儿出生的吧？对不起，大清早就没了。海南是不可能封岛的，这只是房地产市场的谣言而已。	卖房子的造谣而已。。。。不过因为大面积房产开发，人口膨胀，电力供应紧张，这个是真问题。每年夏天挺好几回电。	图②知乎的评论是我的😂	我也卖房，我朋友圈从没造谣传谣。骗人是不道德的	说真的不是地域黑，东北个别那些大妈大爷来过冬随地吐痰很常见	海南人是最没素质的，我2015年来这上大学，一点人情味都没有，我遇到过困难，请求帮个忙。不帮忙也就算了，还翻白眼说风凉话，海南人随地吐槟榔汁，扣着脚丫子吃饭，随地吐痰，扔垃圾，要是没我在大陆人来，你们挣谁的钱，不是一辈子穷鬼嘛。	评论往往比内容精彩	居然还有人同意这则谣言！真是奇葩哪里都有！不知道签证对等原则吗？如果实行，海南人出岛也要办签证，不可以享受同等高考的权利，也不能随意在大陆地区就业，置业安家。你限制人家过来，人家一样可以限制你出去！	说海南人没素质，也不看看中国人在素质方面是多么的落后，我们海南人口最少，难道是因为我们海南人导致让外国人说中国人没素质？说海南人没素质先，要看看你们有没有，	调楼有个王小三，还有个王慧。他们都是大笨蛋。	评论里什么乱七八糟的言论.大陆人与海南人之分.记住你们都是黄皮肤的中国人[哼]	一看就知道谣言了。	封好了…真是搞笑了，大陆人来这里专门欺负我们算什么回事？在那个角落没看到大陆人的在闹事？你要觉得你们高尚你们就滚回去好了，淳朴的我们用最真诚的心意来对待你们，你们怎么回复我们的？冷漠无礼鄙视粗鲁，来我们这里确实是带动经历发展了，但同时也让我们各个方面增添了压力（送给骂我们的大陆人	这就是公关的做法。要炒房价！！干他妈什么！！北上广的房价还不够年轻人受的吗？为什么还要祸害海南？其次了，为了城市的发展就得开发就得创造更大的就业市场和环境。封岛要干嘛？走香港，澳门路线？这不是智障吗？人家香港早他妈回归前就是亚洲四小龙了。海南一年的GDP还不如人家几个月好吗？	都是中国人啊别两边骂;;海南和大陆都有好人坏人;;我在海南遇见了很多热情的海南啊	把那条造谣的朋友圈举报了	,0
10080,		。『2016形势与政策一带一路论文 - 百度文库』网页链接 ​		,,0
10081,中央巡视组/纪检监察组驻进淄博市，组长施建明：手机号：1352066654313601244044副组长曾志勇：手机号：1399260262815801360139副组长白海军：手机号：13911389312主任张雁冰：手机号：13520554628亲们/举报贪官的时候到了，有冤的伸冤，无冤的转发为别人做点好事。,,-1
10082,各位友们:受九江武宁善德社工服务中心之托，现急需“救”衣帮助武宁困难家庭，急需过冬外衣及毛衣、羊毛衫、棉裤、毛裤等（贴身衣服除外），尽量要有七成新以上。上述冬衣、裤募集到本周六上午止，并于周日由江西卫视原金牌调解宗月英陪同送往九江武宁县。拜托各位！[抱拳][抱拳][抱拳]|南昌·桃花...,,1
10083,有线索酬金10万帮忙扩散，今天上午一个三岁多小女孩在锦绣花园小区附近被人拐走了，小女孩能说出她爸爸的手机号码从监控上看是被一个四十多岁男人抱走了现大人都急疯了有知情者请告之万分感谢看到信息的兄弟姐妹留意一下联系人宁继春13940292999如果看一眼懒得转的冷漠的人也请你伸出手指按3秒,,-1
10084,【王宝强离婚案马蓉名誉权案一审宣判】2月11日下午，王宝强诉马蓉离婚案、马蓉诉王宝强名誉权案分别在北京朝阳法院不公开开庭审理并当庭宣判。王宝强离婚案法院一审判决解除双方婚姻关系，并从利于子女健康成长角度出发，判决婚生子由王宝强抚养，婚生女由马蓉抚养；马蓉名誉权案法院认定王宝强不构成名誉侵权，一审判决驳回了马蓉的诉讼请求。,,1
10085,"#血液病资讯#身体日渐虚弱，长叹""今不如昔""，精神倦怠，肢体酸沉，嗜卧懒动；头晕、头痛、头昏、眼花、耳鸣、心悸、气短，甚则晕厥就要注意是否是血液相关疾病了。",,1
10086,最新进展~【五邑大学通报学生深夜窜入女生宿舍实施猥亵事件：涉事学生已办理退学手续】近日，一则名为《我辛辛苦苦的考大学，摸了一下女生就全没了》的网帖在网上热传。网帖以广东五邑大学机电工程院学生黄某的口吻，讲述了自己在今年5月份，因潜入女生宿舍实施猥亵后被校方勒令退学一事。黄某在帖子中...,,1
10087,#东京女留学生遇害#凶手必须伏法、这是毋庸置疑的、刘鑫一家不得好死也是必须的、不得不说、江歌的生父也是个该死的人渣！如果一个女孩不缺失父爱、或许就不会这样去保护那个人渣、女儿死了、不闻不问、非得生儿子、难不成你有皇位要继承？人渣！心疼江歌的妈妈、反对网络暴力、但希望刘鑫一家不得好死,,1
10088,#沃.提醒#中央电视台《焦点访谈》已经播出，可口可乐承认旗下(果粒橙)含有美国禁用农药「多菌灵」，多菌灵可致脑麻痺、肝脏腫瘤等癌症。包括香港在销售的（果粒橙），专家指出（多菌灵）跟其他农药一样，对脑部影响最大，可引致局部麻痹并会导致癌症。请火速转给你在乎的朋友，不要再喝这种饮料！转起,感谢您对可口可乐的关注。央视已澄清此事为蓄意造谣（O网页链接）。为了对广大消费者负责，可口可乐已针对该起恶性网络谣言攻击拿起法律武器来维护中国的良性商业环境。（O网页链接），也欢迎您和我们一起不信谣，不传谣。[呵呵]	回复@可口可乐微客服:共同关注！	,-1
10089,上午看看认知科学的文献，借维果斯基的书思维与言语，然后下午和瑶访谈初中班主任成老师，晚上回家吃妈妈饭，听王德威的讲座录音。图片是语言谱系图。早，你,,1
10090,【快讯】美国有线新闻网CNN北京时间3月13日向全球抢先发布独家消息：由美国CIA参与的调查显示，已失联五天的吉隆坡-北京的马来西亚航空公司MH370航班系于3月8日凌晨2时21分被马来西亚军机击落并坠毁于马来西亚槟城西北200英里马六甲海域，最后发出攻击命令的是马来西亚皇家空军总司令马德扎利-达乌德。,,-1
10091,『女子驾车穿插解放军车队撞上装甲车_凤凰资讯』,,1
10092,		听一首歌后面也有很多故事，网易云音乐好的地方就是，评论让我看到一首歌辗转流传的途径，看到背后的人的故事。就在这一瞬间，我谁也想不起来，但我想没关系，我会把自己的心好好填满。 ​		,,0
10093,		【网络小额现金贷风险频发 中国互金协会提示理性借贷】24日，中国互联网金融协会发布提示称，近期有部分网络小额现金贷款服务机构存在非法放贷、不实宣传、暴力催收等问题，并提醒相关机构合规发展、审慎经营，广大消费者应理性借贷、合理消费。 |网络小额现... ​		,【罪魁祸首在北京！】】	[浪]	有线索，肥东警方不去核实！说经费不足！这样的烂借口！合肥本地的跟我同样的受害者十来个，大多是在校学生！全国都有受害者，谁敢保证没第二个徐玉玉?肥东警方的不作为，放纵了诈骗团伙逍遥法外！@安徽公安在线;;@帮女郎帮你忙AHTV;;@肥东公安;;@法治肥东;;@中国政府网;;@最高人民检察院;;@合肥警方	现在直播平台的大量崛起，都倡导绿色直播，可是YY直播平台频道2046@我利哥帅;;每天直播讲黄色段子，请各监管部门严肃处理还网络一片净土。@歪阅新闻;;@公安部打四黑除四害;;@法制日报;;@法制晚报;;@央视新闻;;@中国日报;;@公安部刑侦局;;请各部门调查取证严肃处理。	暴力催收如何举报	#拍拍贷维权#:想投诉都找不到，大家都是要还的，谁知你们直接拉通讯录，如果在继续，我工作没让你们拍拍贷赔偿到底，严重骚扰，打电话过来骂的录音全在，你们群发的信息与照片全在，我现在什么都不怕，不就几百吗？有必要这样吗？想还的，弄得我现在根本就不想还？还有没有法律了，不保护公民了吗？	#拍拍贷维权#:想投诉都找不到，大家都是要还的，谁知你们直接拉通讯录，如果在继续，我工作没让你们拍拍贷赔偿到底，严重骚扰，打电话过来骂的录音全在，你们群发的信息与照片全在，我现在什么都不怕，不就几百吗？有必要这样吗？想还的，弄得我现在根本就不想还？还有没有法律了，不保护公民了吗？	暴力催收，软暴力催收，咱们互联网金融协会管不管？可不可以举报？？还是向银保监会，工商总局举报？	,0
10094,		【关于玄武区领导涉水查看水情照片遭误读的情况说明】		,,0
10095,#唱吧#我唱了一首《女儿情》，快来听听纪念西游记杨洁导演&gt;&gt;(来自@唱吧),,1
10096,中国海军徐州号受创，程度不明。海监船当场沉没一艘，潜艇安全返航。目前双方人员伤亡情况不明，但钓鱼岛已被中国军队控制。中国东海舰队、济南军区、南京军区、福建军区已进入紧急战备状态。,我希望打起来，反正活着也累	回复@曹美丽CY:我也希望打他狗日的	回覆@20ManUtd小马哥:我要精忠报国	回复@曹美丽CY:你去参军吧	真的假的？	回复@柒柒柒柒柒柒柒7爺:真的，交火了	回复@20ManUtd小马哥:灭了它国！新闻网页里怎么没的阿？	回复@柒柒柒柒柒柒柒7爺:中国派陆军部队占领日本国	我也想问真的假的	回复@瓷瓷白白白:真的，干起来了	为啥网上没有报道，你杂知道的！	回复@瓊児--921:哥有内部消息	回复@20ManUtd小马哥:你厉害	,-1
10097,		 崔永元网络传言范BB黄XM被央视封。希望是真的，一个偷税漏税，一个利用公众身份搅乱金融市场。共同点就是为钱无底线，为钱无节操。演技没用在工作上，全部用在怎么挣钱钻法律空子上。不惩处不足严国法，不查不足儆后人。 ​		,昨晚還見央視播放黃的廣告的	👏👏👏[给力]	,0
10098,		 金泰妍 #金泰妍page0# 180821 秘密姐姐未公开视频，RV演唱会后台泰妍部分。泰妍：你好，你好，我是泰妍，少女时代。韩彩英：以前在放送里有见过呢。泰妍：我们是不是太素上镜啊宣美：我的经纪人姐姐连(泰妍)演唱会都去了，一直给泰妍姐姐的Insta点赞，是狂粉。泰妍：真的吗？谢谢，也 ​			...展开全文c		,我们11泰古宝宝，妈妈爱你	金泰妍超话四舍五入又是一个综艺	都是前辈真·秘密姐姐们[笑cry]1[笑cry]	喜欢宣美和泰古	哈哈哈哈哈哈哈哈哈哈哈哈	真的好像宝宝呀我们泰妍呐[憧憬]1[憧憬]	我想看泰妍和她的迷妹们;;秘密姐姐	我姐姐真的好好看tyjj什么时候上综艺啊泰古cam真的很有趣啊~想看小姐姐跟其她小姐妹一起玩~~~我姐真的国民度受喜爱程度这么高，节目组也不能这么一直溜粉吧[费解][可怜]	wow三人世纪同框，看在这个份上决定轻喷溜粉节目组	再次期待金泰妍上秘密姐姐[微笑]	WonderGirl's也是十一岁了[二哈][二哈]1[二哈]2	泰妍真的是好小一只啊😂	哈哈哈哈哈哈哈哈真可爱，猛地发现真的全是前辈[doge]	韩彩英果然是童年女神不过我们泰妍也很好看(/ω＼)[舔屏]	我记得上半年的时候去欧洲拍了真人秀，有人知道啥时候播吗？[思考]1[思考]2[思考]	前几天才发现《秘密姐姐》的pd就是和姐姐一起拍了个人还有大队真人秀那个pd	sm你快出个泰妍应援棒啦	拜拜;;拜拜好可爱	就不能让她上吗？请个比她大的姐姐或者前辈也行啊，觉得比妹妹更有看头，能带给她很多东西。。一直溜很烦……	sunmi好紧张[doge]	金阿软求你上上综艺！！	宣美这个初代迷妹见了金女士话都说不利索了[笑cry]	见到偶像就背着手走了，太激动了，默默走开，独自欢喜，真狂饭啊~	泰妍手上拿的是啥鸭好眼熟	遛粉一次又一次	啊哈哈宣美也喜欢泰妍吗，简直了，超喜欢她们两个[心]1[心]	,0
10099,女生#月经前跑步#致囊肿出血，剧烈运动导致右侧卵巢内黄体囊肿出血，出血量达到全身一半，约2200毫升。十月菌提醒大家，黄体期一定避免剧烈运动！除此之外以下几个月经期不宜做的事情大家一定要谨记！#十月呵护说孕产##育儿专家说#十月呵护的...,午安吧，宝贝们[困][困]1[困]2	……这么可怕	好恐怖经期前坚决不跑步了！姐妹们都快看看吧！[骷髅]2[骷髅]1[骷髅]	胎位低推荐什么运动呢？吃的多不动对大人小孩都不好，做臀桥？侧踢？后踢？可以吗？	@顶针菇	@Zara殷雪琴	我也是剧烈运动后黄体破裂大出血…幸好抢救及时…没啥大碍	经期痛死了谁还有心情去运动啊[跪了]1[跪了]	跑也不是不跑也不是…无语	@灬慕落城灬	@Yingggg_H	@怪逼阿娅	@Cyqess	月经月经，女人的一本难念的经[doge]	可是像我这种初中生，每天都要跑操，一周三节体育课，向老师请假时还说我就是想偷懒，最后也常因为马上就体育中考了而请不了，真是够了	@沖田翊;;蜜汁登势婆婆？	@迷C灵	@僵尸婷以后叫GT	@sailimail	@SHN48-湘玉这个你看了吗	N年曾经前干过这事，想想都后怕	@-海狸	@SYSU--钟王偲Cabchinoe	@瑜猪猪好呆萌哦[跪了]	@Cute的小狮子	@HUTIAN-WIR	@易猪猪w	@-Phylicia-	@花台寺记	老公和男朋友，不纯在的	来画出品？	@叶叶要做行走的画报;;[心]	@永远的野驴;;其实也可以吃一点点	@臀肌碎大石[跪了]1[跪了]	@你以为你是只蘑菇吗	@wanhaamen	转发微博	@跌跌跌跌低左	@李麻蛋老实点吧[并不简单]	@榛榛榛榛果儿	@Lily钰莉	@不得了的乌龙茶	@离清歌-[二哈]	@西瓜草莓樱桃荔枝	,1
10100,给我们樊小胖疯狂打CALL哇过硬的实力 良好的素质 是我们八一解放军该有的风范,恭喜东皇！孩子憋了很久了吧[允悲]1[允悲]2[允悲]	恭喜东哥喜提世界杯冠军！！！！[威武]	恭喜🎉状态好进步了很多加油💪[给你小心心]	恭喜小胖第二次夺冠！！！👏👏👏辛苦了但是波叔真的是宝刀未老，致敬波叔东哥真的很有气场，真的很棒！第二个世界杯冠军！天高云阔，全是樊振东的前程似锦！！！[心][心]2[太阳]3[心]1[太阳][太阳]1[太阳]2	恭喜小胖！真是太棒了！！！东哥帅气！！！[给你小心心]2[给你小心心]1[给你小心心]	恭喜我胖!	恭喜樊振东[鼓掌][憧憬]	小胖可太棒了啊！，，，，	huan振东童鞋威武～～～继续冲鸭[拳头]	恭喜	🇨🇳	恭喜小胖再次获得世界杯冠军，太开心了	樊振东超话继续冲啊[米奇比心]	太棒了樊振东，面对传奇人物，你也用实力缔造自己的传奇！¡评论配图	[鼓掌][鼓掌]2[鼓掌]1	恭喜胖儿，但波尔老师的球品真的特别好～你们都很棒	棒！晚安😘	[亲亲]2[亲亲]1[亲亲]	恭喜小胖！敬佩波尔老师[中国赞]	樊振东[作揖]2[作揖]1[作揖]	恭喜胖👏	谢谢对手谢谢巴黎，谢谢教练，谢谢你[泪]	东哥太棒啦	[米奇比心][米奇比心][米奇比心][中国赞]2[中国赞][中国赞]1	恭喜胖儿！	樊振东！	🐮加油¡评论配图[熊猫][干杯][心][熊猫]3[心]2[心]1[熊猫]1[熊猫]2[心]3	@樊振东乒乓;;自拍技术大涨[米奇比心][米奇比心][米奇比心][爱你]	,0
10101,【爆炸地附近多小区受影响已有2死2重伤若干人在抢救中】今日上午，宁波江北区李家西路一带突发爆炸，截至目前已有2死2重伤若干人正在救治中。据宁波消防发布的警情通知，事发地一厂房发生爆炸引起房屋坍塌，消防出动江北、洪塘、海曙、特一、特三共5个中队16辆消防车前往处置。看看新闻Kn...,,1
10102,		知乎越来越反智了，捏造沙特王爷资助女权组织之类的谣言，利用国内的反绿风潮来污名化女权。和美国的希拉里逛娈童岛的谣言有什么区别呢？美国那是忽悠底层白人的，而中国这类谣言的受众却有不少受过高等教育者。		,,0
10103,急找孩子，求转，求扩散，求帮忙寻人启事实验小学有线索酬金10万今天上午一个三岁多小女孩在锦绣花园小区附近被人拐走了，小女孩能说出她爸爸的手机号码从监控上看是被一个四十多岁男人抱走了现大人都急疯了有知情者请告之万分感谢看到信息的兄弟姐妹留意一下联系人宁继春13940292999,,-1
10104,厦门海沧国际半程马拉松！1小时27分钟20秒完赛！[胜利]@厦门国际马拉松赛|石狮·步行...,真帅	好帅[色]	好帅	怎么微博刷下去每天都是你	没有见你	,1
10105,沙特反腐风暴1晚逮捕11王子揭秘5000位王子有何权利？新京报动新...,,1
10106,#WANNA·ONE#回归在即，新专辑主打歌《回旋镖》音源却提前外泄，目前相应音源文件的部分内容正在社交网站上流传。据悉从昨天开始，各种社交网站上就流传出了即将于19日公开的WANNA·ONE第二张迷你专辑《0+1=1(I PROMISE YOU)》的主打歌《回旋镖》以及收录曲目《GOLD》，距离回归还有大约四天的时间，预计将造成不小的损失，目前经纪公司和制作方已经了解到情况，并在尽可能努力避免外泄，但似乎并不乐观。,what？？	推上听完了	YMC比菊花还可怕@Fhhhtdvkkufc[微笑]	一手好牌被油麦菜打得稀巴烂	解散吧	油麦菜日常操作，上次就觉得震惊了，这次继续。	出新闻了之前beautiful和I.P.U都提前泄露这次也不例外呢（这次还泄两首）要么公司倒闭要么提前解散你自己选。[微笑]	上面一群问什么时候解散的都是脑残吗？想看孩子们回去拖飞机就开心了？泄漏这种事，难道真正应该怪的不是偷文件的人？？？	转发微博¡查看图片	日常爆炒油麦菜	为啥外泄了…？被盗还是工作人员手误？[费解]	真了不起啊唯饭就没见过任何一家在这样的新闻下面热评居然是问“什么时候解散”别家都看着内讧捂着嘴笑呢你要不问问你儿想不想解散？我给你钱你去签售你敢亲口问？[微笑][微笑]1	希望解散的那几家无非就是因为没资源您想想在团里至少还有团资源综艺能露脸散了可什么都没了哟	一想到菜的工作人员有私生饭我就想赶紧到年底[跪了]	早晚都要解散啊喊不要解散有什么意思	你哥哥油麦菜主捧你当然不想解散啊？？？？放我们抠脚伴舞走难道不好么？？？	就是一个限定团说解散有错吗无语啊	上面那个说他没资源的，一开始的节目都带着他不是，但是一年了没有综艺感没有话题，就一个wink一个收藏上节目？唱歌平平，颜值没有那个wink当初也根本进不了，前面综艺的私服品味够差，本来就矮就短腿还穿成那样。粉丝说看演技？就那僵硬的表情可别逗了，解散之后还不知道糊成什么呢[二哈]	每次都这样;;这公司无语了	菜是菜碗是碗就事论事也不能得出“快解散”的结论吧十一个人相亲相爱有问题的是公司啊朋友们	,0
10107,(波士顿马拉松爆炸案系美国自编自导自演]现场中的被炸掉双腿的群众演员原是美军士兵，在阿富汗失去双腿。所谓的炸弹只是个烟雾弹，对人的伤害极其有限，勉强制造出了烟雾效果。大家看他断腿上的裤子，腿都炸断了裤子居然完整的挽到了大腿上！另外一点血迹都没有,还有，膝盖距离大腿根好远啊，那样算的话，伤者原来身高得2米左右吧来自话题#波士顿爆炸案#O网页链接	我擦咋回事，难道是假的？来自话题#波士顿爆炸案#O网页链接	什么情况。那我国失踪的女留学生是被拐卖了吗！？	,-1
10108,		关于《酷音乐典礼投票黑幕造假》声明3/29当晚，由@酷狗音乐 @酷我音乐 主办的酷音乐亚洲盛典“人气王投票”出现造假黑幕作弊行为，主办方擅自篡改活动规则中的截止时间，内定干涉投票结果，令大量花了真金白银人民币参与投票的粉丝囤积的星币无辜浪费，造成直接巨大的经济损失，且到目前为止没有任何			...展开全文c		,怎么可以这样？？	这个世界的公平呢，不带这么偏的	原来如此，我说我杰哥怎么可能不是第一，我知道我杰哥不在乎，但是也太不公平了，必须给我杰哥一个说法	回复@北斗星空纯杰爱:虽然还钱但是，这个仇我们还是记下了，星星不好惹，是吧，星宝[doge]	#消失的十五分钟去了哪#	从不用酷狗	#酷音乐人气王黑幕造假#	回复@ParkShinHye90:什么意思？	回复@娜个冬日杰局很美i:你现在才看到啊	whocare你们？	我杰哥本来就是第一，杰哥说他第二，就没人敢说第一，必须给个说法，星星们不是好惹的	心疼星星和杰哥[泪]	@姓易却不易1128;;;你来看看	回复@华晨哪个宇:当然可以😄	我想知道最后结果是什么?_?	黑幕[怒骂][怒骂]1[怒骂]2	翻到这一条，觉得歌迷会真的帅到爆！！	酷	@XX半仙	还有这一出所以当年是为了把谁推到第一才用的这种弱智方法？？？[费解][打脸]	,0
10109,		&#xe627; 张继科  八一建军节，送上一张军礼科，我们@张继科 不仅有个军人父亲，小时候在大院成长，还曾作为解放军队的成员，连拿过三届全国冠军 。 ​		,,0
10110,上海市第三人民医院：昨天凌晨二点二十分，68名男女生感染sB250病毒死亡，最大的68岁，最小的5岁，参与抢救的医生己被隔离，中央1台电视新闻己播岀，暂时别吃魚内，酸菜，特别是草魚，酸菜魚，水煮魚，目前湖南有8127个魚塘已感染。收到马上发给你关心的人，最好是群友。为了您的健康，请转发。,您好，我是东莞网警。您发布的微博信息存在不实之处。为避免不实信息的扩散，建议您将该微博自行删除。警方提示：根据《计算机信息网络国际联网安全保护管理办法》，利用互联网制作、复制、传播不实信息等扰乱社会秩序的，都属于违法行为。	,-1
10111,旗在心定！新加坡酒店挂中国国旗网友评论：没毛病网传，新加坡五星级地标酒店富丽敦酒店（TheFullertonHotel）为金正恩属意入住的酒...[米尔军事],,1
10112,寻人启今天上午一个三岁多小女孩在世纪家园小区附近被人拐走了，小女孩能说出她爸爸的手机号码从监控上看是被一个四十多岁男人抱走了现大人都急疯了有知情者请告之万分感谢看到信息的兄弟姐妹留意一下联系人李丽18236919584你伸出手指按3秒看到就转转吧谢谢2朝阳东路,你受骗上当了，这是虚假消息！请看辟谣网址（O谣场现形记）。尽快删除帖子，因为已被举报。	,-1
10113,水果月饼实为冬瓜馅莲蓉月饼或是豆蓉今天刚看了月饼肯定不买水果味儿椰蓉呢？还是传统五香吧,我只喜欢五仁，多一个选择选哈密瓜[挤眼][嘻嘻]	月饼就吃五仁	最喜欢五仁啦	好啊，热恋低	,1
10114,【【拍小客】实拍：武警二院多名患者家属情绪激动要求医院退钱】,,1
10115,【#家长回应5岁男孩简历#：走红是个意外，幼儿园：我们的孩子都很棒】近日，上海一位5岁男孩的简历走红网络。简历中写道，其英文年阅读量超500本，有钢琴、围棋等近10个爱好，去过国内外30多个城市。对此，孩子家长称：走红是个意外，想要低调处理。孩子就读幼儿园则表示，他平时在学校表现很棒 ​ 展开全文c,幼儿园的回答很是满意，我们的孩子都很棒	差点就信了	怕是对走红有什么误解	有人问过他，这些他真的喜欢吗？	回复@林南燕耶:然后这是个幼儿园的广告，哈哈哈[doge]	年阅读量500本？故事绘本吧😄	这种是极小概率事件，大部分父母需要接受的现实是自己的小孩很普通，这不是努力能改变的，而主要是由基因和父母是什么样的人决定的。	别一口一个中国哪国精英教育不是那样	家里有矿的才可以达到这种培养水平吧	教育的质量取决于父母对教育的重视。	孩子怎么教育完全取决于父母是怎样的人，那些没钱没时间没精力投入太多的父母就别酸别人了好吧。一家孩子一家养法，养好自己孩子就行了何必对别人的育儿模式指手画脚。孩子开不开心也不跟你一个姓，也不吃你家饭。有空问问自己孩子开心不开心就好了。	图片评论¡评论配图	很羡慕啊我要是有孩子也想让他有这么丰富的阅历还有才艺可是我没钱来培养孩子诶这就是我不想结婚不想要孩子的理由让孩子输在了起跑线上	家里有矿才有机会享受这些。而我二十岁才第一次出省[笑cry]	寒门学子怎么和人家比？比不了的	真不是小概率……因为我身边就有两个家庭，两个这样的孩子。嗯，主要还是，家长有矿，也意识到位。	经济基础决定了，没钱的话孩子再优秀也没条件达到这样的水平	如果我有孩子即使再穷也会给孩子最好的教育不是为了攀比也不是为了赢在起跑线为的是他将来能有选择什么样的道路、过什么样生活的机会	贫穷使我生活很简单[拜拜]	从小打针不哭我是真的服，父母觉得这样对吗	承认人家孩子优秀又那么难吗？？？	真的不该标榜这样的案例。很多家长问我怎么看“教育局规定幼儿园去小学化”，从儿童的心理生理发育来说，这条规定绝对是正确的。但是，对于长期以来都太焦虑的中国家长来说，这条规定便是过于理想化了，难难难！从古到今，“神童”都是中国儿童教育里最可怕的怪胎。	史上最残忍虐待孩童至植物人却只判16年，同类案例洛阳辛怡案直接是无期@渭南临渭法院为了不让递交案件到！@渭南中院直接未审先轻判，天理何在，什么猫腻？百姓们不服！要求@渭南中院判死刑#继母被判16年男童植物人#	如果孩子觉得这样过的快乐，不嫌太累，就的[ok]	没有了健康和平安，一切都是空谈！经历不一样，每个家庭对待孩子的教育不一样。我没钱也没能耐，我只希望我的孩子健康快乐平安就好了，或许没机会出国，读不懂外文，或许只是井底之蛙，但只要他觉得知足，我就开心了！	我只想弱弱地问一句，家长有才有钱的人很多，关键这孩子哪里来的那么多精力[摊手][二哈]2[二哈][二哈]1[摊手]2[摊手]1	我儿子刚一岁半，已经在上全脑开发早教，音乐早教和运动早教了。。。现在的小孩确实和我们小时候不一样了	什么样的家庭就会有什么样的优秀孩子[米奇比心][并不简单]	好多孩子不都这样吗？有什么可说的呢	厉害了小朋友	说实话很普通的小朋友，胜在包装	不要以你的标准来衡量这个世界，你觉得不可能，不会，不能够，在别人那里就是可能，可以，没问题。五岁年纪确实小，但如此有规划的作息，家长如果肯配合，孩子还是完全有可能做到的。5岁孩子都这么努力了，你还有什么资格说风凉话？该去努力了！！！	我可能会让孩子过得轻松一点，掌握一两项吃饭的技能，哪怕一辈子没多大成就，过得开心就好。人活一世，不能太累。	呵呵。这种意外走红是谁都想拥有的。尤其是普通人的家庭。	此后，寒门再难出贵子，中国也行走在阶级固化的大道上！	旗舰版	,0
